,opera_id,dcTitle_opera,autori
2190,71536,"Fünf Gesänge, voce,pf, op. 49","Brahms, Johannes: compositore"
2191,71537,"Fünf Gesänge, lied: «Wiegenlied», voce,pf n. 4, op. 49","Brahms, Johannes: compositore"
2192,71538,"Sei Lieder, voce,pf, op. 48","Beethoven, Ludwig van: compositore"
2193,71539,"Toccata, org, Sol min.","Pachelbel, Johann: compositore"
2194,71540,"Fantasia, org","Pachelbel, Johann: compositore"
2195,71541,Allein Gott in der Höh sei Ehr,"Pachelbel, Johann: compositore"
2196,71542,"Meine Seele erhebt den Herren, org","Pachelbel, Johann: compositore"
2197,71543,"Gelobet seist du, Jesu Christ, org","Pachelbel, Johann: compositore"
2198,71544,"Fuga, org, Re min.","Pachelbel, Johann: compositore"
2199,71545,Laudario di Cortona: Gloria in cielo,Anonimo (XIII sec.): compositore
2200,71546,Assassinio nella cattedrale,"Pizzetti, Ildebrando: compositore, Pizzetti, Ildebrando: librettista, Eliot, Thomas Stearns: testo di"
2201,71547,Kát'a Kabanová,"Janácek, Leós: compositore, Janácek, Leós: librettista"
2202,71548,"Sonata, vl,pf n. 2, op. 12, La","Beethoven, Ludwig van: compositore"
2203,71549,"Sonata, vl,pf n. 3, op. 12, Mib","Beethoven, Ludwig van: compositore"
2204,71550,"Sonata, vl,pf, op. 23, La","Beethoven, Ludwig van: compositore"
2205,71551,"Variations serieuses, pf, op. 54, Re min.","Mendelssohn-Bartholdy, Felix: compositore"
2206,71552,"Passione secondo San Luca, soli,coro,orch","Telemann, Georg Philipp: compositore"
2207,71553,"Stabat mater, soli,coro,orch, op. 58, B. 71","Dvorák, Antonín: compositore"
2208,71554,"Concerto, chit,orch","Villa-Lobos, Heitor: compositore"
2209,71555,"Sei variazioni, pf, Do, Hob.XVII 5","Haydn, Franz Joseph: compositore"
2210,71556,"Sarcasmes, pf, op. 17","Prokof'ev, Sergej: compositore"
2211,71557,"Suite per pianoforte da 'Romeo e Giulietta', op. 75","Prokof'ev, Sergej: compositore"
2212,71558,"Coriolan, orch, op. 62, Do min.","Beethoven, Ludwig van: compositore"
2213,71559,"Partita sopra il Corale «Ach wie fluechtig, ach wie nichtig»","Bach, Johann Sebastian: autore delle musiche, Böhm, Georg: compositore"
2214,71560,"Toccata, org n. 11","Muffat, Georg: compositore"
2215,71561,"Fantasia sopra il Corale «Wie schön leuchtet der Morgerstern», org","Buxtehude, Dietrich: compositore"
2216,71562,"Fantasia e Fuga (op. spuria), org, La min., BWV 561","Bach, Johann Sebastian: compositore"
2217,71563,"Partita sopra il Corale «O Gott, du frommer Gott», org, BWV 767","Bach, Johann Sebastian: compositore"
2218,71564,"Fantasia, org, Fa min., K 594","Mozart, Wolfgang Amadeus: compositore"
2219,71565,"Deuxième Suite, org","Balbastre, Claude: compositore"
2220,71566,Musiche cinesi tradizionali e contemporanee,AA. VV.: compositore
2221,71567,"Sinfonia, Do min., Hob.I 95","Haydn, Franz Joseph: compositore"
2222,71568,"Canticum Canticorum, coro","Palestrina, Giovanni Pierluigi da: compositore"
2223,71569,"Vespro in memoriam S. Smolenskij, op. 37","Rachmaninov, Sergej: compositore"
2224,71570,"Deux rhapsodies roumaines, orch, op. 11","Enescu, George: compositore"
2225,71571,"Das Paradies und die Peri, soli,coro,orch, op. 50","Schumann, Robert: compositore"
2226,71572,"Porgy and Bess. Symphonic picture, orch","Gershwin, George: compositore"
2227,71573,"Cuban overture, orch","Gershwin, George: compositore"
2228,71574,"Sonata, cemb, Re, K 479","Scarlatti, Domenico: compositore"
2229,71575,"Sonata, cemb, Sol min., K 347","Scarlatti, Domenico: compositore"
2230,71576,"Sonata, cemb, Sol, K 348","Scarlatti, Domenico: compositore"
2231,71577,"Sonata, cemb, Re min., K 213","Scarlatti, Domenico: compositore"
2232,71578,"Sonata, cemb, Re, K 214","Scarlatti, Domenico: compositore"
2233,71579,"Sonata, cemb, Fa#, K 318","Scarlatti, Domenico: compositore"
2234,71580,"Sonata, cemb, Fa#, K 319","Scarlatti, Domenico: compositore"
2235,71581,"Sonata, cemb, Mi, K 380","Scarlatti, Domenico: compositore"
2236,71582,"Sonata, cemb, Mi, K 381","Scarlatti, Domenico: compositore"
2237,71583,"Sonata, cemb, Do, K 356","Scarlatti, Domenico: compositore"
2238,71584,"Sonata, cemb, Do, K 357","Scarlatti, Domenico: compositore"
2239,71585,"Sonata, cemb, Do min., K 526","Scarlatti, Domenico: compositore"
2240,71586,"Sonata, cemb, Do, K 527","Scarlatti, Domenico: compositore"
2241,71587,"Sonata, cemb, Fa, K 524","Scarlatti, Domenico: compositore"
2242,71588,"Sonata, cemb, Fa, K 525","Scarlatti, Domenico: compositore"
2243,71589,"Sonata, cemb, Sol, K 454","Scarlatti, Domenico: compositore"
2244,71590,"Sonata, cemb, Sol, K 455","Scarlatti, Domenico: compositore"
2245,71591,"Mia speranza adorata... Ah, non sai qual pena sia, sp,orch, Sib, K 416","Mozart, Wolfgang Amadeus: compositore"
2246,71592,"Così dunque tradisci... Aspri rimorsi atroci, br,orch, Fa min., K 432","Mozart, Wolfgang Amadeus: compositore"
2247,71593,"Nun, liebes Weibchen, ziehst mit mir, sp,br,orch, Fa, K 625","Mozart, Wolfgang Amadeus: compositore"
2248,71594,"Epitaffio per Federico García Lorca: España en el corazón, sp,br,coro,orch","Nono, Luigi: compositore"
2249,71595,"Nisi Dominus, ct,vla d'amore,archi,bc, RV 608","Vivaldi, Antonio: compositore"
2250,71596,"Wachet auf, ruft uns die Stimme, sp,tn,bs,coro,orch, BWV 140/4","Bach, Johann Sebastian: compositore"
2251,71597,"Messa, soli,coro,orch, op. 48, Do, D 452","Schubert, Franz: compositore"
2252,71598,"Stabat mater, ct,archi,bc, Fa min.","Vivaldi, Antonio: compositore"
2253,71599,"Concerto, tr,orch, Re","Torelli, Giuseppe: compositore"
2254,71600,"Stabat mater, sp,ct,tn,br,orch","Caldara, Antonio: compositore"
2255,71601,Alma grande e nobil core,"Mozart, Wolfgang Amadeus: compositore"
2256,71602,Die Gartnerin aus Liebe,"Mozart, Wolfgang Amadeus: compositore"
2257,71603,"The King shall rejoice, HWV 264","Händel, Georg Friedrich: compositore"
2258,71604,"Chacony, 4archi, Sol","Purcell, Henry: compositore"
2259,71605,"Hear my prayer, o God, soli,coro,org","Purcell, Henry: compositore"
2260,71606,"Concerto grosso, archi,bc n. 7, op. 6, Sib, HWV 325","Händel, Georg Friedrich: compositore"
2261,71607,"My heart is inditing, HWV 261","Händel, Georg Friedrich: compositore"
2262,71608,"Let thy hand be strengthened, HWV 259","Händel, Georg Friedrich: compositore"
2263,71609,"Concerto grosso, archi,bc n. 11, op. 6, La, HWV 329","Händel, Georg Friedrich: compositore"
2264,71610,"Zadok the Priest, HWV 258","Händel, Georg Friedrich: compositore"
2265,71611,"Clavier-Übung, cemb","Bach, Johann Sebastian: compositore"
2266,71612,"Trois mazurkas, pf, op. 63","Chopin, Fryderyk: compositore"
2267,71613,"Quatre mazurkas, pf, op. 30","Chopin, Fryderyk: compositore"
2268,71614,"Quatre mazurkas, pf, op. 17","Chopin, Fryderyk: compositore"
2269,71615,"Barcarolle, pf, op. 60, BI 158, Fa#","Chopin, Fryderyk: compositore"
2270,71616,"Sei danze in ritmo bulgaro, pf","Bartók, Béla: compositore"
2271,71617,"Maple leaf rag, pf","Joplin, Scott: compositore"
2272,71618,"The Entertainer, pf","Joplin, Scott: compositore"
2273,71619,"Rose leaf rag, pf","Joplin, Scott: compositore"
2274,71620,Rags,AA. VV.: autore
2275,71621,"Malinconia, vlc,pf, op. 20","Sibelius, Jean: compositore"
2276,71622,"Trio, pf,cl,vla, Sol, K 564, trascrizione per pf,vl,vlc","Mozart, Wolfgang Amadeus: compositore"
2277,71623,"Trio, pf,cl,vla, Do, K 548, trascrizione per pf,vl,vlc","Mozart, Wolfgang Amadeus: compositore"
2278,71624,"Sonata, ct,pf","Honegger, Arthur: compositore"
2279,71625,"Tensioni, vla,pf","Gentilucci, Armando: compositore"
2280,71626,"Zwei Gesänge, ct (ms),vla,pf, op. 91","Brahms, Johannes: compositore"
2281,71627,"Sonata, pf, op. 122, Mib, D 568","Schubert, Franz: compositore"
2282,71628,"Eljen a Magyar!, orch, op. 332","Strauss, Johann: compositore"
2283,71629,Crown Imperial,"Walton, William Turner: compositore"
2284,71630,Grimethorpe Aria,"Birtwistle, Harrison: compositore"
2285,71631,Severn Suite,"Elgar, Edward: compositore"
2286,71632,Music Hall Suite,"Horowitz, Joseph: compositore"
2287,71633,Ragtimes and Habaneras,"Henze, Hans Werner: compositore"
2288,71634,Variations for Brass Band,"Vaughan Williams, Ralph: compositore"
2289,71635,Fireworks,"Howarth, Elgar: compositore"
2290,71636,"Sonata, vl,pf","Walton, William Turner: compositore"
2291,71637,"La Diva, sp,pf","Visetti, Alberto Antonio: compositore, Bristol, Margaret: librettista"
2292,71638,Un cuor britanno,"Pinsuti, Ciro: compositore"
2293,71639,La fanciulla romana e il bersagliere,Avignone: compositore
2294,71640,Messaggero amoroso,"Buzzi Peccia, Arturo: compositore"
2295,71641,San Francesco,"Tirindelli, Pier Adolfo: compositore"
2296,71642,Ninna nanna per il principe ereditario,"Leoncavallo, Ruggero: compositore"
2297,71643,La maschera nuda,"Leoncavallo, Ruggero: compositore"
2298,71645,L'orologio,"Arditi, Luigi: compositore"
2299,71646,"Dopo!, voce,pf","Tosti, Francesco Paolo: compositore"
2300,71647,Ostriche,"Denza, Luigi: compositore"
2301,71648,Due scherzi musicali inediti,"Rossini, Gioachino: compositore"
2302,71649,The Cuckoo,"Lehmann, Liza: compositore"
2303,71650,Clavelitos,"Valverde, Joaquin: compositore"
2304,71651,"Coplas, coro,soli,nastro magn","Taverner, John: compositore"
2305,71652,"O Magnum misteryum, soli,coro","Maxwell Davies, Peter: compositore"
2306,71653,"Colonna sonora per ""Henry V""","Walton, William Turner: compositore"
2307,71654,"A ceremony of Carols, voci acute,arp, op. 28","Britten, Benjamin: compositore"
2308,71655,"Suite, arp, op. 83, Do","Britten, Benjamin: compositore"
2309,71656,"Cantico del sole, coro a capp","Walton, William Turner: compositore"
2310,71657,Canticle of the Mother of God,"Taverner, John: compositore"
2311,71658,Little requiem for Father Malachy,"Taverner, John: compositore"
2312,71659,Heddaqua,"Colombo, Eugenio: compositore"
2313,71660,Studio contrappuntistico,"Trovesi, Gianluigi: compositore"
2314,71661,Reg & Billy,"Schiaffini, Giancarlo: compositore, Rutherford, Paul: compositore, Guy, Barry: compositore"
2315,71662,Trios,"Rava, Enrico: compositore, Parker, Evan: compositore, Guy, Barry: compositore, Iannaccone, Michele: compositore"
2316,71663,Causes are events,"Wheeler, Kenny: compositore"
2317,71664,Statements IX,"Guy, Barry: compositore"
2318,71665,Double or nothing,"Guy, Barry: compositore, Iannaccone, Michele: compositore"
2319,71666,Gossip piece,"Joseph, Martin: compositore"
2320,71667,Incontri,"Schiaffini, Giancarlo: compositore, Wheeler, Kenny: compositore, Rutherford, Paul: compositore, Parker, Evan: compositore, Guy, Barry: compositore"
2321,71668,Pezzo tuscio,"Schiaffini, Giancarlo: compositore"
2322,71669,Aces high,"Stephens, Denzil: compositore"
2323,71670,Albertie,"Stephens, Denzil: compositore"
2324,71671,"Second Suite in F, band, op. 28b, Fa","Holst, Gustave: compositore"
2325,71672,Les Francs-Juges,"Berlioz, Hector: compositore"
2326,71673,British Genadiers,Anonimo del Galles: compositore
2327,71674,Night flight to Madrid,"Leslie, Kermit: compositore"
2328,71675,La Belle americaine,"Rimmer, William: compositore"
2329,71676,Miller Magic: Estratti,"Miller, Glenn: compositore"
2330,71677,Il silenzio,"Verdi, Giuseppe: compositore"
2331,71678,Prometheus,"Ferneyhough, Brian: compositore"
2332,71679,The Sinking of the Titanic,"Bryars, Gavin: compositore"
2333,71680,Scottish Dances,"Maxwell Davies, Peter: compositore"
2334,71681,"A Fancy, 2liut","Danyel, John: compositore"
2335,71682,"The Leaves be green, 2liut","Johnson, John: compositore"
2336,71683,"Fantasia a tre, fl,vla,vla basso","Holborne, Anthony: compositore"
2337,71684,It was a lover and his lass,"Morley, Thomas: compositore"
2338,71685,"My mistress hath a pretty thing, vla basso","Hume, Tobias: compositore"
2339,71686,"See, mine own sweet jewel, voce,ens,","Morley, Thomas: compositore"
2340,71687,"Lady, if you so spite me, liut","Dowland, John: compositore"
2341,71688,"A Dump, 2liut","Johnson, John: compositore"
2342,71689,"Go from my window, ens,cetra","Allison, Richard: compositore"
2343,71690,"Fantasia a tre, 3vla","Gibbons, Orlando: compositore"
2344,71696,"Du bas et du haut ou du haut et du bas, 13strumenti","Monnet, Marc: compositore"
2345,71697,"Ogive, 12archi,cemb","Gaussin, Alain: compositore"
2346,71698,Les Espaces acoustiques,"Grisey, Gérard: compositore"
2347,71699,"Atrées, 12esecutori","Xenakis, Iannis: compositore"
2348,71700,"Les Guetteurs de son, 3percuss","Aperghis, Georges: compositore"
2349,71701,"Profil, 7esecutori,nastro magn","Risset, Jean Claude: compositore"
2350,71702,"Vendre le vent, 9fiati,pf,percuss","Globokar, Vinko: compositore"
2351,71703,"Herakles 2, 5fiati,bat,live","Goebbels, Heiner: compositore"
2352,71704,"Collective Writings, pf,bat,live","Goebbels, Heiner: compositore"
2353,71705,"Writings II, pf,batt,live","Goebbels, Heiner: compositore"
2354,71706,La Jalousie,"Goebbels, Heiner: compositore, Robbe-Grillet, Alain: librettista"
2355,71707,2003,"Clementi, Aldo: compositore"
2356,71708,"Variazioni, voce","Clementi, Aldo: compositore"
2357,71709,"Etwas, 6strumenti","Clementi, Aldo: compositore"
2358,71710,"Lamento, fl,cl,vl,vlc,pf","Clementi, Aldo: compositore"
2359,71711,Berceuse,"Clementi, Aldo: compositore"
2360,71712,"Corali dell'Autografo di Lipsia, org","Bach, Johann Sebastian: compositore"
2361,71713,Lumen 3. Suono Buio Sento,"Prati, Walter: compositore, Corti, Giuliano: autore"
2362,71714,"Quartetto per archi, archi n. 3","Scelsi, Giacinto: compositore"
2363,71715,"Tre pezzi, sax","Scelsi, Giacinto: compositore"
2364,71716,"Kya, sax,cor ingl,cor,cl,tr,trb,vla,vlc","Scelsi, Giacinto: compositore"
2365,71717,"Intermezzo II, pf","Sugiyama, Yoichi: compositore"
2366,71718,"Treize couleurs du soleil couchant, fl,cl,vl,vlc,pf","Murail, Tristan: compositore"
2367,71719,"Orazi e Curiazi, 2percuss","Battistelli, Giorgio: compositore"
2368,71720,"Body & Sound, 3percuss,live","Battista, Tonino: compositore"
2369,71721,Ali di pietra: I° segmento,"Tamborrino, Giovanni: compositore, Tamborrino, Giovanni: librettista"
2370,71723,Ali di pietra: II° segmento,"Tamborrino, Giovanni: compositore, Tamborrino, Giovanni: librettista"
2371,71724,Ali di pietra: III° segmento,"Tamborrino, Giovanni: compositore, Tamborrino, Giovanni: librettista"
2372,71726,Suite costiera all'Avvocata,"Citarella, Nando: compositore"
2373,71727,È un uomo,"Asher, Meira: compositore, Asher, Meira: librettista"
2374,71728,Torture bodyparts,"Asher, Meira: compositore, Asher, Meira: librettista, Harries, Guy: compositore"
2375,71729,Type it,"Asher, Meira: compositore"
2376,71730,Lineboy,"Harries, Guy: compositore, Harries, Guy: librettista"
2377,71731,No Crossin',"Asher, Meira: compositore, Harries, Guy: compositore"
2378,71732,Architecture,"Harries, Guy: compositore, Harries, Guy: librettista"
2379,71733,BadToys,"Asher, Meira: compositore, Harries, Guy: compositore"
2380,71734,Skateboys,"Harries, Guy: compositore, Harries, Guy: librettista"
2381,71735,Airplanes,"Asher, Meira: compositore, Asher, Meira: librettista"
2382,71736,"Flutter, fl,live","Harries, Guy: compositore"
2383,71737,Luanda,"Asher, Meira: compositore, Asher, Meira: testo di"
2384,71738,Chilsoldier list,"Asher, Meira: compositore, Harries, Guy: librettista"
2385,71739,The Plague,"Harries, Guy: compositore, Harries, Guy: librettista"
2386,71740,Torture ABC,"Asher, Meira: compositore, Asher, Meira: librettista, Harries, Guy: compositore"
2387,71741,Tots,"Asher, Meira: compositore, Asher, Meira: librettista, Harries, Guy: compositore"
2388,71742,Grafin Mariza,"Kálmán, Emmerich: compositore, Grünwald, Alfred: librettista, Brammer, Julius: librettista"
2389,71743,Rita ou Le mari battu,"Donizetti, Gaetano: compositore"
2390,71744,Lo speziale,"Haydn, Franz Joseph: compositore, Goldoni, Carlo: librettista"
2391,71745,La damnation de Faust,"Berlioz, Hector: compositore, Berlioz, Hector: librettista, Gandonnière, Almire: librettista, Nerval, Gérard de: librettista, Goetze, Walter W.: testo di"
2392,71746,Romeo e Giulietta,"Prokof'ev, Sergej: compositore"
2393,71747,L'histoire du soldat / La storia del soldato,"Stravinskij, Igor': compositore, Ramuz, Charles-Ferdinand: librettista"
2394,71748,"Romanze, duetti, terzetti e quartetti delle più celebri opere del repertorio lirico",AA. VV.: compositore
2395,71749,Il figliuol prodigo,"Malipiero, Gianfrancesco: compositore, Malipiero, Gianfrancesco: librettista, Castellano de' Castellani, Pierozzo: testo di"
2396,71750,Venere prigioniera,"Malipiero, Gianfrancesco: compositore, Malipiero, Gianfrancesco: librettista, Gonzalés, Emmanuel: testo di"
2397,71751,There Is Always Room For Love,"Coleman, Ornette: compositore"
2398,71752,"West Side Story.
[Versione cinematografica]","Bernstein, Leonard: compositore, Robbins, Jerôme: autore, Wise, Robert: autore"
2399,71753,La  sabbia del tempo,"Romitelli, Fausto: compositore"
2400,71754,Yokomono / Devolution,Staalplaat Soundsystem: musiche
2401,71755,Heteroguits #1,"Menafra, Andrea: compositore"
2402,71756,Heterophonic # 4,"Verrando, Giovanni: compositore"
2403,71757,Machines / Perky (Pat),Staalplaat Soundsystem: musiche
2404,71758,5 Frammenti da Heterodyne,"Viel, Massimiliano: compositore"
2405,71759,Machines / God promises eternal life. We can deliver it,"Nova, Riccardo: compositore, Staalplaat Soundsystem: tecnico del suono"
2406,71760,Tetralogia del sogno e del dolore,"Ruggeri, Gianluca: autore delle musiche, Popol Vuh: autore delle musiche, Fricke, Florian: autore delle musiche"
2407,71761,Saltimbanchi si muore,"Jannacci, Enzo: compositore"
2408,71762,The Sound of Music / Tutti insieme appassionatamente,"Rodgers, Richard: compositore, Hammerstein II, Oscar: librettista, Lindsay, Howard: librettista, Crouse, Russel: librettista, Trapp, Maria Augusta von: testo di"
2409,71763,"Un fiore... gracile nel vento, ct,org,ens","Ferrari, Maurizio: compositore"
2410,71764,"Vacuum & Loneliness, cl,org","Oehring, Helmut: compositore"
2411,71765,"Red Shift II, cl,tr,org,percuss","La Licata, Francesco: compositore"
2412,71766,"Ossa Acida, org,ens","Filidei, Francesco: compositore"
2413,71767,"Leçons de Ténèbres, ct,tr,org","Paci Dalò, Roberto: compositore"
2414,71768,"Negativo, org","Lanza, Mauro: compositore"
2415,71769,"Sirene, org","Prati, Walter: compositore"
2416,71770,"Role-playing, org","Agostini, Andrea: compositore"
2417,71771,"Drones 2, ens,live","Nova, Riccardo: compositore"
2418,71772,"Hallowe'en, quartetto d'archi,pf","Ives, Charles: compositore"
2419,71773,String Quartet n. 2,"Ives, Charles: compositore"
2420,71774,13 Songs,"Ives, Charles: compositore"
2421,71775,"The Unanswered Question, archi,fiati","Ives, Charles: compositore"
2422,71776,Set for Chamber Orchestra n. 1,"Ives, Charles: compositore"
2423,71777,"Das Dörfchen: «Ich rühme mir meine Dörfchen hier», coro maschile,chit n. 1, op. 11, D 598","Schubert, Franz: compositore, Bürger, Gottfried August: librettista"
2424,71778,"Die Nachtigall: «Bescheiden verbogen», coro maschile,pf n. 2, op. 11, D 724, trascrizione per coro maschile,chit","Schubert, Franz: compositore, Unger, Johann Carl: librettista"
