"id";"fullpath";"published";"dcTitle";"dcDescription";"from";"to";"datetext";"Luogo rappresentazione";"Enti collegati";"Persone collegate";"Recite collegate";"Opere musicali collegate"
"54999";"/Produzioni/1974 Jenufa (54999)";"1";"Jenufa";"";"1974-01-01";"1974-12-31";"1974";"[]";"[
    {
        ""Identificativo"": 30358,
        ""Nome"": ""Teatro Nazionale dell'Opera di Praga"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18829,
        ""Nome"": ""Thein, Hanus"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 14043,
        ""Nome"": ""Svoboda, Josef"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59493,
        ""Nome"": ""Jenufa"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71437,
        ""Nome"": ""Jenufa"",
        ""Ruolo"": """"
    }
]"
"55000";"/Produzioni/Tant que nous sommes vivant (55000)";"1";"Tant que nous sommes vivant";"REC Festival d&#39;Autunno, Reggio Emilia (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 33699,
        ""Nome"": ""Festival Aperto Reggio Emilia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18039,
        ""Nome"": ""Kalman, Jean"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18845,
        ""Nome"": ""Krawczyk, Franck"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18846,
        ""Nome"": ""Boltanski, Christian"",
        ""Ruolo"": """"
    }
]";"[]";"[]"
"55002";"/Produzioni/Real Madrid (55002)";"1";"Real Madrid";"MK (EN-); ESC Electro-acoustic synthesis crew (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30364,
        ""Nome"": ""MK"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 30365,
        ""Nome"": ""ESC Electro-acoustic synthesis crew"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18847,
        ""Nome"": ""Dente, Vincenzo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59909,
        ""Nome"": ""Sistemi Dinamici Altamente Instabili / MK ESC"",
        ""Ruolo"": """"
    }
]";"[]"
"55003";"/Produzioni/2005 BugulA (55003)";"1";"BugulA";"";"2005-01-01";"2005-01-31";"2005";"[]";"[
    {
        ""Identificativo"": 30366,
        ""Nome"": ""Sistemi Dinamici Altamente Instabili"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 30448,
        ""Nome"": ""Ciulinga Onlus"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18239,
        ""Nome"": ""Sini, Alessandra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18854,
        ""Nome"": ""Sini, Antonella"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18855,
        ""Nome"": ""Sassi, Francesca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18856,
        ""Nome"": ""Mugnai, Max"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18857,
        ""Nome"": ""Montinaro, Stefano"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59909,
        ""Nome"": ""Sistemi Dinamici Altamente Instabili / MK ESC"",
        ""Ruolo"": """"
    }
]";"[]"
"55004";"/Produzioni/Kermesse di percussioni corpi visioni (55004)";"1";"Kermesse di percussioni corpi visioni";"REC Festival d&#39;Autunno, Reggio Emilia (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 33699,
        ""Nome"": ""Festival Aperto Reggio Emilia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13267,
        ""Nome"": ""Abbado, Daniele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 20243,
        ""Nome"": ""Fabbi, Roberto"",
        ""Ruolo"": """"
    }
]";"[]";"[]"
"55005";"/Produzioni/1974 Leonora (ossia L'Amore coniugale) (55005)";"1";"Leonora (ossia L'Amore coniugale)";"";"1974-01-01";"1974-01-31";"1974";"[]";"[]";"[
    {
        ""Identificativo"": 11755,
        ""Nome"": ""Crivelli, Filippo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18832,
        ""Nome"": ""Scaligeri, Dada"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18831,
        ""Nome"": ""Quaranta, Gianni"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59495,
        ""Nome"": ""Leonora (ossia L'Amore coniugale)"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71438,
        ""Nome"": ""Leonora, ossia L'amore coniugale"",
        ""Ruolo"": """"
    }
]"
"55006";"/Produzioni/15-02-1974 Il flauto magico (55006)";"1";"Il flauto magico";"";"1974-02-15";"1974-02-15";"15/02/1974";"[
    {
        ""Id"": 1911,
        ""nome"": ""Reggio Emilia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8713,
        ""nome"": ""Teatro Municipale"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29671,
        ""Nome"": ""Ater/Emilia Romagna Teatro"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 32571,
        ""Nome"": ""Teatro Municipale di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18488,
        ""Nome"": ""Stros, Ladislav"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59496,
        ""Nome"": ""Il flauto magico"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59497,
        ""Nome"": ""Il flauto magico"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63205,
        ""Nome"": ""Il flauto magico"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 69357,
        ""Nome"": ""Die Zauberflöte / Il flauto magico, K 620"",
        ""Ruolo"": """"
    }
]"
"55007";"/Produzioni/1974 La figlia del reggimento (55007)";"1";"La figlia del reggimento";"";"1974-01-01";"1974-01-31";"1974";"[]";"[
    {
        ""Identificativo"": 29675,
        ""Nome"": ""Teatro Comunale di Bologna"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11755,
        ""Nome"": ""Crivelli, Filippo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18413,
        ""Nome"": ""Barabaschi, Giuliana"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18861,
        ""Nome"": ""Zeffirelli, Franco"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59498,
        ""Nome"": ""La figlia del reggimento"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59660,
        ""Nome"": ""La figlia del reggimento"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 69330,
        ""Nome"": ""La Fille du régiment / La figlia del reggimento"",
        ""Ruolo"": """"
    }
]"
"55008";"/Produzioni/2005 Il paese dei campanelli (55008)";"1";"Il paese dei campanelli";"";"2005-01-01";"2005-01-31";"2005";"[]";"[
    {
        ""Identificativo"": 29548,
        ""Nome"": ""Compagnia Corrado Abbati"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29496,
        ""Nome"": ""Artemio"",
        ""Ruolo"": ""costumi""
    }
]";"[
    {
        ""Identificativo"": 10570,
        ""Nome"": ""Abbati, Corrado"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12183,
        ""Nome"": ""Brianzi, Stefania"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12641,
        ""Nome"": ""D'Osmo, Sergio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59500,
        ""Nome"": ""Il paese dei campanelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59501,
        ""Nome"": ""Il paese dei campanelli"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59502,
        ""Nome"": ""Il paese dei campanelli"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 70887,
        ""Nome"": ""Il paese dei campanelli"",
        ""Ruolo"": """"
    }
]"
"55009";"/Produzioni/1974 La Traviata (55009)";"1";"La Traviata";"";"1974-01-01";"1974-01-31";"1974";"[]";"[]";"[
    {
        ""Identificativo"": 13065,
        ""Nome"": ""Bolognini, Mauro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18669,
        ""Nome"": ""Urbani, Giuseppe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10281,
        ""Nome"": ""Pizzi, Pier Luigi"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59499,
        ""Nome"": ""La Traviata"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59503,
        ""Nome"": ""La Traviata"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 69480,
        ""Nome"": ""La Traviata"",
        ""Ruolo"": """"
    }
]"
"55010";"/Produzioni/1974 Werther (55010)";"1";"Werther";"";"1974-01-01";"1974-01-31";"1974";"[]";"[]";"[
    {
        ""Identificativo"": 18866,
        ""Nome"": ""Della Corte, Dario"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 15812,
        ""Nome"": ""Fregni, Koki"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59504,
        ""Nome"": ""Werther"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59505,
        ""Nome"": ""Werther"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63372,
        ""Nome"": ""Werther"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63373,
        ""Nome"": ""Werther"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 69348,
        ""Nome"": ""Werther"",
        ""Ruolo"": """"
    }
]"
"55011";"/Produzioni/2004 Re Lear (55011)";"1";"Re Lear";"Teatro Stabile del Friuli Venezia Giulia, Trieste (EN-); Compagnia Mario Chiocchio (EN-)";"2004-10-17";"2004-10-17";"2004";"[
    {
        ""Id"": 205,
        ""nome"": ""Trieste"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8975,
        ""nome"": ""Politeama Rossetti"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29674,
        ""Nome"": ""Teatro Stabile del Friuli Venezia Giulia"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 30368,
        ""Nome"": ""Compagnia Mario Chiocchio"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11321,
        ""Nome"": ""Mazzocchetti, Germano"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11690,
        ""Nome"": ""Lombardo, Agostino"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10379,
        ""Nome"": ""Calenda, Antonio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18868,
        ""Nome"": ""Napoletano, Nino"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 31651,
        ""Nome"": ""Buonincontri, Bruno"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59506,
        ""Nome"": ""Re Lear"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59507,
        ""Nome"": ""Re Lear"",
        ""Ruolo"": """"
    }
]";"[]"
"55012";"/Produzioni/1974 Billy Budd (55012)";"1";"Billy Budd";"";"1974-01-01";"1974-01-31";"1974";"[]";"[]";"[
    {
        ""Identificativo"": 18412,
        ""Nome"": ""Puecher, Virginio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 16422,
        ""Nome"": ""Scandella, Mischa"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59508,
        ""Nome"": ""Billy Budd"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71447,
        ""Nome"": ""Billy Budd"",
        ""Ruolo"": """"
    }
]"
"55013";"/Produzioni/Romeo e Giulietta (55013)";"1";"Romeo e Giulietta";"Balletto del Teatro Nazionale Sloveno, Opera di Lubiana (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30357,
        ""Nome"": ""Balletto del Teatro Nazionale Sloveno"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 19125,
        ""Nome"": ""Bartlova, Alenka"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18884,
        ""Nome"": ""Plibersek, Marja"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59509,
        ""Nome"": ""Balletti del Teatro Nazionale Sloveno di Lubiana. \r\nSerata in onore di Serge Lifar"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59646,
        ""Nome"": ""Balletti del Teatro Nazionale Sloveno di Lubiana. \r\nSerata in onore di Serge Lifar"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 60683,
        ""Nome"": ""Spettacolo di balletto. \r\nCarla Fracci e Mario Pistoni con il Corpo di Ballo del Teatro dell'Opera di Lubiana"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63188,
        ""Nome"": ""Spettacolo di balletto con Carla Fracci e Mario Pistoni"",
        ""Ruolo"": """"
    }
]";"[]"
"55014";"/Produzioni/Suite en blanc (55014)";"1";"Suite en blanc";"Balletto del Teatro Nazionale Sloveno, Opera di Lubiana (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30357,
        ""Nome"": ""Balletto del Teatro Nazionale Sloveno"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18880,
        ""Nome"": ""Lifar, Serge"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59509,
        ""Nome"": ""Balletti del Teatro Nazionale Sloveno di Lubiana. \r\nSerata in onore di Serge Lifar"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59646,
        ""Nome"": ""Balletti del Teatro Nazionale Sloveno di Lubiana. \r\nSerata in onore di Serge Lifar"",
        ""Ruolo"": """"
    }
]";"[]"
"55015";"/Produzioni/1973 Il fiore di pietra (55015)";"1";"Il fiore di pietra";"";"1973-01-01";"1973-01-31";"1973";"[]";"[
    {
        ""Identificativo"": 29675,
        ""Nome"": ""Teatro Comunale di Bologna"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13879,
        ""Nome"": ""Menegatti, Beppe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 13935,
        ""Nome"": ""Anni, Anna"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59510,
        ""Nome"": ""Il fiore di pietra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59648,
        ""Nome"": ""Il fiore di pietra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59649,
        ""Nome"": ""Il fiore di pietra"",
        ""Ruolo"": """"
    }
]";"[]"
"55016";"/Produzioni/1952 Divertimento mozartiano (55016)";"1";"Divertimento mozartiano";"";"1952-02-19";"1952-02-19";"1952";"[
    {
        ""Id"": 8362,
        ""nome"": ""New York"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    }
]";"[]";"[
    {
        ""Identificativo"": 13742,
        ""Nome"": ""Karinska, Barbara"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18900,
        ""Nome"": ""Deckwitz, Franz"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59511,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55017";"/Produzioni/1967 Aureola (55017)";"1";"Aureola";"";"1967-03-29";"1967-03-29";"1967";"[
    {
        ""Id"": 8285,
        ""nome"": ""Amsterdam"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29940,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[]";"[
    {
        ""Identificativo"": 59511,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55018";"/Produzioni/1969 Epitaffio (55018)";"1";"Epitaffio";"";"1969-06-25";"1969-06-25";"1969";"[
    {
        ""Id"": 8285,
        ""nome"": ""Amsterdam"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29940,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 14290,
        ""Nome"": ""Schayk, Toer van"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59511,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55019";"/Produzioni/1940 Ballo dei cadetti (55019)";"1";"Ballo dei cadetti";"";"1940-02-28";"1940-02-28";"1940";"[
    {
        ""Id"": 8392,
        ""nome"": ""Sydney"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    }
]";"[]";"[
    {
        ""Identificativo"": 14016,
        ""Nome"": ""Benois, Nicola"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59511,
        ""Nome"": ""Het Nationale Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55020";"/Produzioni/1973 Divertimento (55020)";"1";"Divertimento";"";"1973-01-01";"1973-01-31";"1973";"[]";"[
    {
        ""Identificativo"": 29942,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18909,
        ""Nome"": ""Trinchero, Roberto"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59513,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59647,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55021";"/Produzioni/Push (55021)";"1";"Push";"Scapino Ballet, Amsterdam (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29942,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 18910,
        ""Nome"": ""Hampton, Eric"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59513,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59647,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55022";"/Produzioni/1973 Ajakaboembie (55022)";"1";"Ajakaboembie";"";"1973-01-01";"1973-01-31";"1973";"[]";"[
    {
        ""Identificativo"": 29942,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13936,
        ""Nome"": ""Vroom, Jean-Paul"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18910,
        ""Nome"": ""Hampton, Eric"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59681,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59513,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59647,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
"55023";"/Produzioni/1973 Bach-Brandenburg-Drie (55023)";"1";"Bach-Brandenburg-Drie";"";"1973-01-01";"1973-01-31";"1973";"[]";"[
    {
        ""Identificativo"": 29942,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 14284,
        ""Nome"": ""Stokvis, Joop"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 59513,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 59647,
        ""Nome"": ""Scapino Ballet"",
        ""Ruolo"": """"
    }
]";"[]"
